program,site,area,tool_id,task_id,task_name,workstream,owner,planned_start,planned_finish,actual_finish,status,gate,depends_on,risk_level,notes
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10440,Rigging scheduled,SupplyChain,IT/Network,2025-11-10,2025-11-19,2025-11-26,Done,Install,Tool delivered to dock,Low,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10441,Install tool in bay,Hardware,Controls Eng,2025-11-13,2025-11-20,2025-11-19,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10442,EHS walkdown,EHS,IT/Network,2025-11-16,2025-11-24,,In Progress,Install,Install tool in bay,Medium,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10443,PLC flash + config,Controls,IT/Network,2025-11-19,2025-11-24,2025-11-29,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10444,IO checkout,Controls,Supplier Mgmt,2025-11-22,2025-12-03,,In Progress,PowerOn,PLC flash + config,Medium,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10445,Safety interlock validation,Controls,Supplier Mgmt,2025-11-25,2025-12-02,,In Progress,PowerOn,IO checkout,Low,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10446,Dry run cycle,Controls,Controls Eng,2025-11-28,2025-12-05,2025-12-04,Done,Comm,Safety interlock validation,Medium,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10447,Process baseline run,Hardware,Facilities Eng,2025-12-01,2025-12-07,,In Progress,Comm,Dry run cycle,High,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10448,SAT dry-run,Hardware,Supplier Mgmt,2025-12-04,2025-12-12,2025-12-13,Done,SAT,"Process baseline run,EHS walkdown",Medium,
Nova-Upgrade,SCC-Lab,Bay-5,T-NO-05,FT-10449,SAT acceptance,Hardware,Controls Eng,2025-12-07,2025-12-13,2025-12-10,Done,SAT,SAT dry-run,Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10450,Layout approval,Facilities,Facilities Eng,2025-09-25,2025-10-03,2025-10-06,Done,Install,,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10451,Civil/anchoring check,Facilities,Facilities Eng,2025-09-28,2025-10-04,2025-10-09,Done,Install,Layout approval,Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10452,Power drop install,Facilities,Controls Eng,2025-10-01,2025-10-06,2025-10-11,Done,Install,Layout approval,Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10453,Network VLAN approved,IT/Network,Facilities Eng,2025-10-04,2025-10-08,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10454,Exhaust hookup,Facilities,EHS,2025-10-07,2025-10-17,2025-10-17,Done,Install,Layout approval,Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10455,CDA hookup,Facilities,IT/Network,2025-10-10,2025-10-18,2025-10-23,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10456,DI water hookup,Facilities,EHS,2025-10-13,2025-10-24,2025-10-31,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10457,Tool delivered to dock,SupplyChain,EHS,2025-10-16,2025-10-18,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10458,Rigging scheduled,SupplyChain,IT/Network,2025-10-19,2025-10-24,2025-10-28,Done,Install,Tool delivered to dock,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10459,Install tool in bay,Hardware,Supplier Mgmt,2025-10-22,2025-10-24,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10460,EHS walkdown,EHS,Controls Eng,2025-10-25,2025-11-04,,In Progress,Install,Install tool in bay,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10461,PLC flash + config,Controls,Supplier Mgmt,2025-10-28,2025-11-01,2025-11-02,Done,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10462,IO checkout,Controls,Controls Eng,2025-10-31,2025-11-03,,In Progress,PowerOn,PLC flash + config,Medium,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10463,Safety interlock validation,Controls,EHS,2025-11-03,2025-11-14,,Blocked,PowerOn,IO checkout,High,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10464,Dry run cycle,Controls,Mech Eng,2025-11-06,2025-11-17,,Blocked,Comm,Safety interlock validation,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10465,Process baseline run,Hardware,EHS,2025-11-09,2025-11-12,2025-11-15,Done,Comm,Dry run cycle,Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10466,SAT dry-run,Hardware,Facilities Eng,2025-11-12,2025-11-20,,Blocked,SAT,"Process baseline run,EHS walkdown",Low,
Nova-Upgrade,SCC-Lab,Bay-8,T-NO-06,FT-10467,SAT acceptance,Hardware,Facilities Eng,2025-11-15,2025-11-20,2025-11-18,Done,SAT,SAT dry-run,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10468,Layout approval,Facilities,Supplier Mgmt,2025-10-23,2025-10-25,2025-10-27,Done,Install,,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10469,Civil/anchoring check,Facilities,Facilities Eng,2025-10-26,2025-11-05,2025-11-10,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10470,Power drop install,Facilities,IT/Network,2025-10-29,2025-11-03,,In Progress,Install,Layout approval,Medium,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10471,Network VLAN approved,IT/Network,Controls Eng,2025-11-01,2025-11-12,2025-11-13,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10472,Exhaust hookup,Facilities,Facilities Eng,2025-11-04,2025-11-09,,In Progress,Install,Layout approval,Medium,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10473,CDA hookup,Facilities,Facilities Eng,2025-11-07,2025-11-14,2025-11-15,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10474,DI water hookup,Facilities,EHS,2025-11-10,2025-11-14,2025-11-11,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10475,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-11-13,2025-11-17,2025-11-21,Done,Install,Layout approval,High,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10476,Rigging scheduled,SupplyChain,Controls Eng,2025-11-16,2025-11-23,2025-11-26,Done,Install,Tool delivered to dock,High,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10477,Install tool in bay,Hardware,EHS,2025-11-19,2025-11-30,2025-12-06,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10478,EHS walkdown,EHS,Mech Eng,2025-11-22,2025-11-26,,In Progress,Install,Install tool in bay,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10479,PLC flash + config,Controls,Mech Eng,2025-11-25,2025-12-02,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10480,IO checkout,Controls,Facilities Eng,2025-11-28,2025-12-05,2025-12-08,Done,PowerOn,PLC flash + config,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10481,Safety interlock validation,Controls,Controls Eng,2025-12-01,2025-12-05,2025-12-12,Done,PowerOn,IO checkout,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10482,Dry run cycle,Controls,IT/Network,2025-12-04,2025-12-08,2025-12-08,Done,Comm,Safety interlock validation,Medium,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10483,Process baseline run,Hardware,Mech Eng,2025-12-07,2025-12-12,,Blocked,Comm,Dry run cycle,Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10484,SAT dry-run,Hardware,IT/Network,2025-12-10,2025-12-21,2025-12-22,Done,SAT,"Process baseline run,EHS walkdown",Low,
Nova-Upgrade,Fremont,Bay-1,T-NO-07,FT-10485,SAT acceptance,Hardware,Controls Eng,2025-12-13,2025-12-22,,In Progress,SAT,SAT dry-run,Medium,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10486,Layout approval,Facilities,Facilities Eng,2025-10-29,2025-11-04,,In Progress,Install,,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10487,Civil/anchoring check,Facilities,IT/Network,2025-11-01,2025-11-03,2025-11-04,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10488,Power drop install,Facilities,Supplier Mgmt,2025-11-04,2025-11-14,2025-11-18,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10489,Network VLAN approved,IT/Network,IT/Network,2025-11-07,2025-11-16,2025-11-19,Done,Install,Layout approval,High,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10490,Exhaust hookup,Facilities,Controls Eng,2025-11-10,2025-11-17,2025-11-16,Done,Install,Layout approval,Medium,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10491,CDA hookup,Facilities,IT/Network,2025-11-13,2025-11-21,2025-11-21,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10492,DI water hookup,Facilities,EHS,2025-11-16,2025-11-20,2025-11-18,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10493,Tool delivered to dock,SupplyChain,Mech Eng,2025-11-19,2025-11-25,2025-11-23,Done,Install,Layout approval,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10494,Rigging scheduled,SupplyChain,IT/Network,2025-11-22,2025-11-28,2025-11-28,Done,Install,Tool delivered to dock,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10495,Install tool in bay,Hardware,Supplier Mgmt,2025-11-25,2025-12-02,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10496,EHS walkdown,EHS,EHS,2025-11-28,2025-12-01,2025-12-05,Done,Install,Install tool in bay,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10497,PLC flash + config,Controls,EHS,2025-12-01,2025-12-03,2025-12-10,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10498,IO checkout,Controls,EHS,2025-12-04,2025-12-11,,Blocked,PowerOn,PLC flash + config,Medium,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10499,Safety interlock validation,Controls,EHS,2025-12-07,2025-12-09,,Blocked,PowerOn,IO checkout,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10500,Dry run cycle,Controls,Facilities Eng,2025-12-10,2025-12-12,2025-12-18,Done,Comm,Safety interlock validation,Medium,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10501,Process baseline run,Hardware,Controls Eng,2025-12-13,2025-12-23,,In Progress,Comm,Dry run cycle,Low,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10502,SAT dry-run,Hardware,EHS,2025-12-16,2025-12-27,,Blocked,SAT,"Process baseline run,EHS walkdown",High,
Nova-Upgrade,SCC-Lab,Bay-6,T-NO-08,FT-10503,SAT acceptance,Hardware,Controls Eng,2025-12-19,2025-12-27,2026-01-01,Done,SAT,SAT dry-run,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10504,Layout approval,Facilities,IT/Network,2025-12-02,2025-12-07,2025-12-14,Done,Install,,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10505,Civil/anchoring check,Facilities,Facilities Eng,2025-12-05,2025-12-13,2025-12-17,Done,Install,Layout approval,Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10506,Power drop install,Facilities,Facilities Eng,2025-12-08,2025-12-18,2025-12-24,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10507,Network VLAN approved,IT/Network,Mech Eng,2025-12-11,2025-12-22,2025-12-25,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10508,Exhaust hookup,Facilities,IT/Network,2025-12-14,2025-12-17,2025-12-22,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10509,CDA hookup,Facilities,Facilities Eng,2025-12-17,2025-12-19,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10510,DI water hookup,Facilities,Supplier Mgmt,2025-12-20,2025-12-29,2025-12-26,Done,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10511,Tool delivered to dock,SupplyChain,EHS,2025-12-23,2025-12-25,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10512,Rigging scheduled,SupplyChain,IT/Network,2025-12-26,2025-12-28,,In Progress,Install,Tool delivered to dock,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10513,Install tool in bay,Hardware,Supplier Mgmt,2025-12-29,2026-01-02,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10514,EHS walkdown,EHS,Mech Eng,2026-01-01,2026-01-03,2026-01-03,Done,Install,Install tool in bay,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10515,PLC flash + config,Controls,Supplier Mgmt,2026-01-04,2026-01-09,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10516,IO checkout,Controls,IT/Network,2026-01-07,2026-01-12,,In Progress,PowerOn,PLC flash + config,Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10517,Safety interlock validation,Controls,Supplier Mgmt,2026-01-10,2026-01-13,,In Progress,PowerOn,IO checkout,Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10518,Dry run cycle,Controls,Supplier Mgmt,2026-01-13,2026-01-19,2026-01-16,Done,Comm,Safety interlock validation,Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10519,Process baseline run,Hardware,Mech Eng,2026-01-16,2026-01-21,2026-01-25,Done,Comm,Dry run cycle,Low,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10520,SAT dry-run,Hardware,Mech Eng,2026-01-19,2026-01-21,2026-01-28,Done,SAT,"Process baseline run,EHS walkdown",Medium,
Nova-Upgrade,Fremont,Bay-2,T-NO-09,FT-10521,SAT acceptance,Hardware,Controls Eng,2026-01-22,2026-01-25,2026-01-23,Done,SAT,SAT dry-run,High,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10522,Layout approval,Facilities,EHS,2025-09-19,2025-09-21,2025-09-19,Done,Install,,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10523,Civil/anchoring check,Facilities,Facilities Eng,2025-09-22,2025-09-29,2025-09-30,Done,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10524,Power drop install,Facilities,Supplier Mgmt,2025-09-25,2025-09-27,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10525,Network VLAN approved,IT/Network,Facilities Eng,2025-09-28,2025-09-30,,In Progress,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10526,Exhaust hookup,Facilities,Supplier Mgmt,2025-10-01,2025-10-06,2025-10-08,Done,Install,Layout approval,Medium,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10527,CDA hookup,Facilities,EHS,2025-10-04,2025-10-15,2025-10-22,Done,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10528,DI water hookup,Facilities,Controls Eng,2025-10-07,2025-10-16,2025-10-16,Done,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10529,Tool delivered to dock,SupplyChain,Mech Eng,2025-10-10,2025-10-17,2025-10-22,Done,Install,Layout approval,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10530,Rigging scheduled,SupplyChain,Mech Eng,2025-10-13,2025-10-23,,In Progress,Install,Tool delivered to dock,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10531,Install tool in bay,Hardware,IT/Network,2025-10-16,2025-10-20,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10532,EHS walkdown,EHS,Controls Eng,2025-10-19,2025-10-21,2025-10-21,Done,Install,Install tool in bay,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10533,PLC flash + config,Controls,Facilities Eng,2025-10-22,2025-10-24,2025-10-26,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10534,IO checkout,Controls,Supplier Mgmt,2025-10-25,2025-11-01,,Blocked,PowerOn,PLC flash + config,Medium,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10535,Safety interlock validation,Controls,IT/Network,2025-10-28,2025-11-01,,Blocked,PowerOn,IO checkout,Medium,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10536,Dry run cycle,Controls,Controls Eng,2025-10-31,2025-11-04,2025-11-09,Done,Comm,Safety interlock validation,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10537,Process baseline run,Hardware,EHS,2025-11-03,2025-11-07,,Blocked,Comm,Dry run cycle,Low,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10538,SAT dry-run,Hardware,Supplier Mgmt,2025-11-06,2025-11-08,,In Progress,SAT,"Process baseline run,EHS walkdown",Medium,
Nova-Upgrade,Hillsboro,Bay-8,T-NO-10,FT-10539,SAT acceptance,Hardware,Mech Eng,2025-11-09,2025-11-14,2025-11-20,Done,SAT,SAT dry-run,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10540,Layout approval,Facilities,IT/Network,2025-11-29,2025-12-06,2025-12-03,Done,Install,,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10541,Civil/anchoring check,Facilities,Supplier Mgmt,2025-12-02,2025-12-11,2025-12-16,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10542,Power drop install,Facilities,Facilities Eng,2025-12-05,2025-12-07,2025-12-04,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10543,Network VLAN approved,IT/Network,Mech Eng,2025-12-08,2025-12-19,2025-12-16,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10544,Exhaust hookup,Facilities,Facilities Eng,2025-12-11,2025-12-21,2025-12-21,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10545,CDA hookup,Facilities,IT/Network,2025-12-14,2025-12-21,2025-12-25,Done,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10546,DI water hookup,Facilities,Mech Eng,2025-12-17,2025-12-21,2025-12-19,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10547,Tool delivered to dock,SupplyChain,Facilities Eng,2025-12-20,2025-12-29,2026-01-01,Done,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10548,Rigging scheduled,SupplyChain,Mech Eng,2025-12-23,2025-12-27,2025-12-24,Done,Install,Tool delivered to dock,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10549,Install tool in bay,Hardware,Facilities Eng,2025-12-26,2026-01-06,2026-01-10,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10550,EHS walkdown,EHS,Supplier Mgmt,2025-12-29,2025-12-31,2026-01-03,Done,Install,Install tool in bay,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10551,PLC flash + config,Controls,IT/Network,2026-01-01,2026-01-04,2026-01-08,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10552,IO checkout,Controls,Mech Eng,2026-01-04,2026-01-06,,In Progress,PowerOn,PLC flash + config,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10553,Safety interlock validation,Controls,Facilities Eng,2026-01-07,2026-01-15,,In Progress,PowerOn,IO checkout,High,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10554,Dry run cycle,Controls,EHS,2026-01-10,2026-01-13,,In Progress,Comm,Safety interlock validation,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10555,Process baseline run,Hardware,EHS,2026-01-13,2026-01-16,,Blocked,Comm,Dry run cycle,Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10556,SAT dry-run,Hardware,Controls Eng,2026-01-16,2026-01-19,2026-01-25,Done,SAT,"Process baseline run,EHS walkdown",Low,
Helios-NewBay,SCC-Lab,Bay-5,T-HE-01,FT-10557,SAT acceptance,Hardware,Supplier Mgmt,2026-01-19,2026-01-28,,In Progress,SAT,SAT dry-run,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10558,Layout approval,Facilities,Mech Eng,2025-10-01,2025-10-11,2025-10-12,Done,Install,,High,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10559,Civil/anchoring check,Facilities,EHS,2025-10-04,2025-10-12,2025-10-09,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10560,Power drop install,Facilities,Supplier Mgmt,2025-10-07,2025-10-17,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10561,Network VLAN approved,IT/Network,EHS,2025-10-10,2025-10-16,2025-10-20,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10562,Exhaust hookup,Facilities,Supplier Mgmt,2025-10-13,2025-10-24,2025-10-23,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10563,CDA hookup,Facilities,Supplier Mgmt,2025-10-16,2025-10-21,2025-10-28,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10564,DI water hookup,Facilities,Supplier Mgmt,2025-10-19,2025-10-29,2025-10-28,Done,Install,Layout approval,Medium,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10565,Tool delivered to dock,SupplyChain,EHS,2025-10-22,2025-10-26,2025-10-31,Done,Install,Layout approval,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10566,Rigging scheduled,SupplyChain,EHS,2025-10-25,2025-10-28,,In Progress,Install,Tool delivered to dock,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10567,Install tool in bay,Hardware,Controls Eng,2025-10-28,2025-11-03,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10568,EHS walkdown,EHS,Supplier Mgmt,2025-10-31,2025-11-04,,In Progress,Install,Install tool in bay,High,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10569,PLC flash + config,Controls,Controls Eng,2025-11-03,2025-11-09,2025-11-09,Done,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10570,IO checkout,Controls,Facilities Eng,2025-11-06,2025-11-17,2025-11-15,Done,PowerOn,PLC flash + config,Medium,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10571,Safety interlock validation,Controls,Facilities Eng,2025-11-09,2025-11-14,,In Progress,PowerOn,IO checkout,High,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10572,Dry run cycle,Controls,Mech Eng,2025-11-12,2025-11-23,2025-11-29,Done,Comm,Safety interlock validation,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10573,Process baseline run,Hardware,IT/Network,2025-11-15,2025-11-23,,In Progress,Comm,Dry run cycle,Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10574,SAT dry-run,Hardware,Controls Eng,2025-11-18,2025-11-22,2025-11-19,Done,SAT,"Process baseline run,EHS walkdown",Low,
Helios-NewBay,SCC-Lab,Bay-7,T-HE-02,FT-10575,SAT acceptance,Hardware,Mech Eng,2025-11-21,2025-11-28,,In Progress,SAT,SAT dry-run,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10576,Layout approval,Facilities,Supplier Mgmt,2025-11-14,2025-11-16,2025-11-21,Done,Install,,High,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10577,Civil/anchoring check,Facilities,Facilities Eng,2025-11-17,2025-11-28,,In Progress,Install,Layout approval,Medium,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10578,Power drop install,Facilities,Supplier Mgmt,2025-11-20,2025-11-23,2025-11-25,Done,Install,Layout approval,High,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10579,Network VLAN approved,IT/Network,Controls Eng,2025-11-23,2025-12-01,2025-12-01,Done,Install,Layout approval,Medium,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10580,Exhaust hookup,Facilities,EHS,2025-11-26,2025-11-30,2025-12-05,Done,Install,Layout approval,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10581,CDA hookup,Facilities,EHS,2025-11-29,2025-12-02,2025-11-29,Done,Install,Layout approval,Medium,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10582,DI water hookup,Facilities,Supplier Mgmt,2025-12-02,2025-12-11,2025-12-17,Done,Install,Layout approval,Medium,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10583,Tool delivered to dock,SupplyChain,Mech Eng,2025-12-05,2025-12-12,,In Progress,Install,Layout approval,Low,
Helios-NewBay,Hillsboro,Bay-8,T-HE-03,FT-10584,Rigging scheduled,SupplyChain,Mech Eng,2025-12-08,2025-12-15,2025-12-21,Done,Install,Tool delivered to dock,Low,
